DataId,DiagramId,TypeId,Regions,RegionType,Zindex,ColorCode,UnitLength
49158,2,41,"L,638,79,650,79|L,650,79,650,74|L,650,74,630,74|L,630,74,630,91|L,630,91,638,91","E",1,"#CCCCCC",1.000
49159,2,41,"L,650,79,650,74|L,650,74,670,74|L,670,74,670,91|L,670,91,662,91|L,662,91,662,79","E",1,"#CCCCCC",1.000
49160,2,41,"L,638,91,630,91|L,630,91,630,108|L,630,108,650,108|L,650,108,650,103|L,650,103,638,103","E",1,"#CCCCCC",1.000
49161,2,41,"L,650,103,650,108|L,650,108,670,108|L,670,108,670,91|L,670,91,662,91|L,662,91,662,103","E",1,"#CCCCCC",1.000
49162,2,41,"L,679,79,691,79|L,691,79,691,74|L,691,74,671,74|L,671,74,671,91|L,671,91,679,91","E",1,"#CCCCCC",1.000
49163,2,41,"L,691,79,691,74|L,691,74,711,74|L,711,74,711,91|L,711,91,703,91|L,703,91,703,79","E",1,"#CCCCCC",1.000
49164,2,41,"L,679,91,671,91|L,671,91,671,108|L,671,108,691,108|L,691,108,691,103|L,691,103,679,103","E",1,"#CCCCCC",1.000
49165,2,41,"L,691,103,691,108|L,691,108,711,108|L,711,108,711,91|L,711,91,703,91|L,703,91,703,103","E",1,"#CCCCCC",1.000
49166,2,41,"L,720,79,732,79|L,732,79,732,74|L,732,74,712,74|L,712,74,712,91|L,712,91,720,91","E",1,"#CCCCCC",1.000
49167,2,41,"L,732,79,732,74|L,732,74,752,74|L,752,74,752,91|L,752,91,744,91|L,744,91,744,79","E",1,"#CCCCCC",1.000
49168,2,41,"L,720,91,712,91|L,712,91,712,108|L,712,108,732,108|L,732,108,732,103|L,732,103,720,103","E",1,"#CCCCCC",1.000
49169,2,41,"L,732,103,732,108|L,732,108,752,108|L,752,108,752,91|L,752,91,744,91|L,744,91,744,103","E",1,"#CCCCCC",1.000
49170,2,41,"L,761,79,773,79|L,773,79,773,74|L,773,74,753,74|L,753,74,753,91|L,753,91,761,91","E",1,"#CCCCCC",1.000
49171,2,41,"L,773,79,773,74|L,773,74,793,74|L,793,74,793,91|L,793,91,785,91|L,785,91,785,79","E",1,"#CCCCCC",1.000
49172,2,41,"L,761,91,753,91|L,753,91,753,108|L,753,108,773,108|L,773,108,773,103|L,773,103,761,103","E",1,"#CCCCCC",1.000
49173,2,41,"L,773,103,773,108|L,773,108,793,108|L,793,108,793,91|L,793,91,785,91|L,785,91,785,103","E",1,"#CCCCCC",1.000
49174,2,41,"L,801,79,813,79|L,813,79,813,74|L,813,74,793,74|L,793,74,793,91|L,793,91,801,91","E",1,"#CCCCCC",1.000
49175,2,41,"L,813,79,813,74|L,813,74,833,74|L,833,74,833,91|L,833,91,825,91|L,825,91,825,79","E",1,"#CCCCCC",1.000
49176,2,41,"L,801,91,793,91|L,793,91,793,108|L,793,108,813,108|L,813,108,813,103|L,813,103,801,103","E",1,"#CCCCCC",1.000
49177,2,41,"L,813,103,813,108|L,813,108,833,108|L,833,108,833,91|L,833,91,825,91|L,825,91,825,103","E",1,"#CCCCCC",1.000
49178,2,41,"L,840,79,852,79|L,852,79,852,74|L,852,74,832,74|L,832,74,832,91|L,832,91,840,91","E",1,"#CCCCCC",1.000
49179,2,41,"L,852,79,852,74|L,852,74,872,74|L,872,74,872,91|L,872,91,864,91|L,864,91,864,79","E",1,"#CCCCCC",1.000
49180,2,41,"L,840,91,832,91|L,832,91,832,108|L,832,108,852,108|L,852,108,852,103|L,852,103,840,103","E",1,"#CCCCCC",1.000
49181,2,41,"L,852,103,852,108|L,852,108,872,108|L,872,108,872,91|L,872,91,864,91|L,864,91,864,103","E",1,"#CCCCCC",1.000
49182,2,41,"L,928,79,940,79|L,940,79,940,74|L,940,74,920,74|L,920,74,920,91|L,920,91,928,91","E",1,"#CCCCCC",1.000
49183,2,41,"L,940,79,940,74|L,940,74,960,74|L,960,74,960,91|L,960,91,952,91|L,952,91,952,79","E",1,"#CCCCCC",1.000
49184,2,41,"L,928,91,920,91|L,920,91,920,108|L,920,108,940,108|L,940,108,940,103|L,940,103,928,103","E",1,"#CCCCCC",1.000
49185,2,41,"L,940,103,940,108|L,940,108,960,108|L,960,108,960,91|L,960,91,952,91|L,952,91,952,103","E",1,"#CCCCCC",1.000
49186,3,41,"L,24,79,36,79|L,36,79,36,74|L,36,74,16,74|L,16,74,16,91|L,16,91,24,91","E",1,"#CCCCCC",1.000
49187,3,41,"L,36,79,36,74|L,36,74,56,74|L,56,74,56,91|L,56,91,48,91|L,48,91,48,79","E",1,"#CCCCCC",1.000
49188,3,41,"L,24,91,16,91|L,16,91,16,108|L,16,108,36,108|L,36,108,36,103|L,36,103,24,103","E",1,"#CCCCCC",1.000
49189,3,41,"L,36,103,36,108|L,36,108,56,108|L,56,108,56,91|L,56,91,48,91|L,48,91,48,103","E",1,"#CCCCCC",1.000
49190,3,41,"L,116,79,128,79|L,128,79,128,74|L,128,74,108,74|L,108,74,108,91|L,108,91,116,91","E",1,"#CCCCCC",1.000
49191,3,41,"L,128,79,128,74|L,128,74,148,74|L,148,74,148,91|L,148,91,140,91|L,140,91,140,79","E",1,"#CCCCCC",1.000
49192,3,41,"L,116,91,108,91|L,108,91,108,108|L,108,108,128,108|L,128,108,128,103|L,128,103,116,103","E",1,"#CCCCCC",1.000
49193,3,41,"L,128,103,128,108|L,128,108,148,108|L,148,108,148,91|L,148,91,140,91|L,140,91,140,103","E",1,"#CCCCCC",1.000
49194,3,41,"L,158,79,170,79|L,170,79,170,74|L,170,74,150,74|L,150,74,150,91|L,150,91,158,91","E",1,"#CCCCCC",1.000
49195,3,41,"L,170,79,170,74|L,170,74,190,74|L,190,74,190,91|L,190,91,182,91|L,182,91,182,79","E",1,"#CCCCCC",1.000
49196,3,41,"L,158,91,150,91|L,150,91,150,108|L,150,108,170,108|L,170,108,170,103|L,170,103,158,103","E",1,"#CCCCCC",1.000
49197,3,41,"L,170,103,170,108|L,170,108,190,108|L,190,108,190,91|L,190,91,182,91|L,182,91,182,103","E",1,"#CCCCCC",1.000
49198,3,41,"L,197,79,209,79|L,209,79,209,74|L,209,74,189,74|L,189,74,189,91|L,189,91,197,91","E",1,"#CCCCCC",1.000
49199,3,41,"L,209,79,209,74|L,209,74,229,74|L,229,74,229,91|L,229,91,221,91|L,221,91,221,79","E",1,"#CCCCCC",1.000
49200,3,41,"L,197,91,189,91|L,189,91,189,108|L,189,108,209,108|L,209,108,209,103|L,209,103,197,103","E",1,"#CCCCCC",1.000
49201,3,41,"L,209,103,209,108|L,209,108,229,108|L,229,108,229,91|L,229,91,221,91|L,221,91,221,103","E",1,"#CCCCCC",1.000
49202,3,41,"L,238,79,250,79|L,250,79,250,74|L,250,74,230,74|L,230,74,230,91|L,230,91,238,91","E",1,"#CCCCCC",1.000
49203,3,41,"L,250,79,250,74|L,250,74,270,74|L,270,74,270,91|L,270,91,262,91|L,262,91,262,79","E",1,"#CCCCCC",1.000
49204,3,41,"L,238,91,230,91|L,230,91,230,108|L,230,108,250,108|L,250,108,250,103|L,250,103,238,103","E",1,"#CCCCCC",1.000
49205,3,41,"L,250,103,250,108|L,250,108,270,108|L,270,108,270,91|L,270,91,262,91|L,262,91,262,103","E",1,"#CCCCCC",1.000
49206,3,41,"L,279,79,291,79|L,291,79,291,74|L,291,74,271,74|L,271,74,271,91|L,271,91,279,91","E",1,"#CCCCCC",1.000
49207,3,41,"L,291,79,291,74|L,291,74,311,74|L,311,74,311,91|L,311,91,303,91|L,303,91,303,79","E",1,"#CCCCCC",1.000
49208,3,41,"L,279,91,271,91|L,271,91,271,108|L,271,108,291,108|L,291,108,291,103|L,291,103,279,103","E",1,"#CCCCCC",1.000
49209,3,41,"L,291,103,291,108|L,291,108,311,108|L,311,108,311,91|L,311,91,303,91|L,303,91,303,103","E",1,"#CCCCCC",1.000
49210,3,41,"L,320,79,332,79|L,332,79,332,74|L,332,74,312,74|L,312,74,312,91|L,312,91,320,91","E",1,"#CCCCCC",1.000
49211,3,41,"L,332,79,332,74|L,332,74,352,74|L,352,74,352,91|L,352,91,344,91|L,344,91,344,79","E",1,"#CCCCCC",1.000
49212,3,41,"L,320,91,312,91|L,312,91,312,108|L,312,108,332,108|L,332,108,332,103|L,332,103,320,103","E",1,"#CCCCCC",1.000
49213,3,41,"L,332,103,332,108|L,332,108,352,108|L,352,108,352,91|L,352,91,344,91|L,344,91,344,103","E",1,"#CCCCCC",1.000
49214,3,41,"L,361,79,373,79|L,373,79,373,74|L,373,74,353,74|L,353,74,353,91|L,353,91,361,91","E",1,"#CCCCCC",1.000
49215,3,41,"L,373,79,373,74|L,373,74,393,74|L,393,74,393,91|L,393,91,385,91|L,385,91,385,79","E",1,"#CCCCCC",1.000
49216,3,41,"L,361,91,353,91|L,353,91,353,108|L,353,108,373,108|L,373,108,373,103|L,373,103,361,103","E",1,"#CCCCCC",1.000
49217,3,41,"L,373,103,373,108|L,373,108,393,108|L,393,108,393,91|L,393,91,385,91|L,385,91,385,103","E",1,"#CCCCCC",1.000
49218,3,41,"L,402,79,414,79|L,414,79,414,74|L,414,74,394,74|L,394,74,394,91|L,394,91,402,91","E",1,"#CCCCCC",1.000
49219,3,41,"L,414,79,414,74|L,414,74,434,74|L,434,74,434,91|L,434,91,426,91|L,426,91,426,79","E",1,"#CCCCCC",1.000
49220,3,41,"L,402,91,394,91|L,394,91,394,108|L,394,108,414,108|L,414,108,414,103|L,414,103,402,103","E",1,"#CCCCCC",1.000
49221,3,41,"L,414,103,414,108|L,414,108,434,108|L,434,108,434,91|L,434,91,426,91|L,426,91,426,103","E",1,"#CCCCCC",1.000
49222,3,41,"L,475,79,487,79|L,487,79,487,74|L,487,74,467,74|L,467,74,467,91|L,467,91,475,91","E",1,"#CCCCCC",1.000
49223,3,41,"L,487,79,487,74|L,487,74,507,74|L,507,74,507,91|L,507,91,499,91|L,499,91,499,79","E",1,"#CCCCCC",1.000
49224,3,41,"L,475,91,467,91|L,467,91,467,108|L,467,108,487,108|L,487,108,487,103|L,487,103,475,103","E",1,"#CCCCCC",1.000
49225,3,41,"L,487,103,487,108|L,487,108,507,108|L,507,108,507,91|L,507,91,499,91|L,499,91,499,103","E",1,"#CCCCCC",1.000
49226,3,41,"L,516,79,528,79|L,528,79,528,74|L,528,74,508,74|L,508,74,508,91|L,508,91,516,91","E",1,"#CCCCCC",1.000
49227,3,41,"L,528,79,528,74|L,528,74,548,74|L,548,74,548,91|L,548,91,540,91|L,540,91,540,79","E",1,"#CCCCCC",1.000
49228,3,41,"L,516,91,508,91|L,508,91,508,108|L,508,108,528,108|L,528,108,528,103|L,528,103,516,103","E",1,"#CCCCCC",1.000
49229,3,41,"L,528,103,528,108|L,528,108,548,108|L,548,108,548,91|L,548,91,540,91|L,540,91,540,103","E",1,"#CCCCCC",1.000
49230,3,41,"L,557,79,569,79|L,569,79,569,74|L,569,74,549,74|L,549,74,549,91|L,549,91,557,91","E",1,"#CCCCCC",1.000
49231,3,41,"L,569,79,569,74|L,569,74,589,74|L,589,74,589,91|L,589,91,581,91|L,581,91,581,79","E",1,"#CCCCCC",1.000
49232,3,41,"L,557,91,549,91|L,549,91,549,108|L,549,108,569,108|L,569,108,569,103|L,569,103,557,103","E",1,"#CCCCCC",1.000
49233,3,41,"L,569,103,569,108|L,569,108,589,108|L,589,108,589,91|L,589,91,581,91|L,581,91,581,103","E",1,"#CCCCCC",1.000
49234,3,41,"L,598,79,610,79|L,610,79,610,74|L,610,74,590,74|L,590,74,590,91|L,590,91,598,91","E",1,"#CCCCCC",1.000
49235,3,41,"L,610,79,610,74|L,610,74,630,74|L,630,74,630,91|L,630,91,622,91|L,622,91,622,79","E",1,"#CCCCCC",1.000
49236,3,41,"L,598,91,590,91|L,590,91,590,108|L,590,108,610,108|L,610,108,610,103|L,610,103,598,103","E",1,"#CCCCCC",1.000
49237,3,41,"L,610,103,610,108|L,610,108,630,108|L,630,108,630,91|L,630,91,622,91|L,622,91,622,103","E",1,"#CCCCCC",1.000
49238,3,41,"L,638,79,650,79|L,650,79,650,74|L,650,74,630,74|L,630,74,630,91|L,630,91,638,91","E",1,"#CCCCCC",1.000
49239,3,41,"L,650,79,650,74|L,650,74,670,74|L,670,74,670,91|L,670,91,662,91|L,662,91,662,79","E",1,"#CCCCCC",1.000
49240,3,41,"L,638,91,630,91|L,630,91,630,108|L,630,108,650,108|L,650,108,650,103|L,650,103,638,103","E",1,"#CCCCCC",1.000
49241,3,41,"L,650,103,650,108|L,650,108,670,108|L,670,108,670,91|L,670,91,662,91|L,662,91,662,103","E",1,"#CCCCCC",1.000
49242,3,41,"L,679,79,691,79|L,691,79,691,74|L,691,74,671,74|L,671,74,671,91|L,671,91,679,91","E",1,"#CCCCCC",1.000
49243,3,41,"L,691,79,691,74|L,691,74,711,74|L,711,74,711,91|L,711,91,703,91|L,703,91,703,79","E",1,"#CCCCCC",1.000
49244,3,41,"L,679,91,671,91|L,671,91,671,108|L,671,108,691,108|L,691,108,691,103|L,691,103,679,103","E",1,"#CCCCCC",1.000
49245,3,41,"L,691,103,691,108|L,691,108,711,108|L,711,108,711,91|L,711,91,703,91|L,703,91,703,103","E",1,"#CCCCCC",1.000
49246,3,41,"L,720,79,732,79|L,732,79,732,74|L,732,74,712,74|L,712,74,712,91|L,712,91,720,91","E",1,"#CCCCCC",1.000
49247,3,41,"L,732,79,732,74|L,732,74,752,74|L,752,74,752,91|L,752,91,744,91|L,744,91,744,79","E",1,"#CCCCCC",1.000
49248,3,41,"L,720,91,712,91|L,712,91,712,108|L,712,108,732,108|L,732,108,732,103|L,732,103,720,103","E",1,"#CCCCCC",1.000
49249,3,41,"L,732,103,732,108|L,732,108,752,108|L,752,108,752,91|L,752,91,744,91|L,744,91,744,103","E",1,"#CCCCCC",1.000
49250,3,41,"L,761,79,773,79|L,773,79,773,74|L,773,74,753,74|L,753,74,753,91|L,753,91,761,91","E",1,"#CCCCCC",1.000
49251,3,41,"L,773,79,773,74|L,773,74,793,74|L,793,74,793,91|L,793,91,785,91|L,785,91,785,79","E",1,"#CCCCCC",1.000
49252,3,41,"L,761,91,753,91|L,753,91,753,108|L,753,108,773,108|L,773,108,773,103|L,773,103,761,103","E",1,"#CCCCCC",1.000
49253,3,41,"L,773,103,773,108|L,773,108,793,108|L,793,108,793,91|L,793,91,785,91|L,785,91,785,103","E",1,"#CCCCCC",1.000
49254,3,41,"L,801,79,813,79|L,813,79,813,74|L,813,74,793,74|L,793,74,793,91|L,793,91,801,91","E",1,"#CCCCCC",1.000
49255,3,41,"L,813,79,813,74|L,813,74,833,74|L,833,74,833,91|L,833,91,825,91|L,825,91,825,79","E",1,"#CCCCCC",1.000
49256,3,41,"L,801,91,793,91|L,793,91,793,108|L,793,108,813,108|L,813,108,813,103|L,813,103,801,103","E",1,"#CCCCCC",1.000
49257,3,41,"L,813,103,813,108|L,813,108,833,108|L,833,108,833,91|L,833,91,825,91|L,825,91,825,103","E",1,"#CCCCCC",1.000
49258,3,41,"L,840,79,852,79|L,852,79,852,74|L,852,74,832,74|L,832,74,832,91|L,832,91,840,91","E",1,"#CCCCCC",1.000
49259,3,41,"L,852,79,852,74|L,852,74,872,74|L,872,74,872,91|L,872,91,864,91|L,864,91,864,79","E",1,"#CCCCCC",1.000
49260,3,41,"L,840,91,832,91|L,832,91,832,108|L,832,108,852,108|L,852,108,852,103|L,852,103,840,103","E",1,"#CCCCCC",1.000
49261,3,41,"L,852,103,852,108|L,852,108,872,108|L,872,108,872,91|L,872,91,864,91|L,864,91,864,103","E",1,"#CCCCCC",1.000
49262,3,41,"L,928,79,940,79|L,940,79,940,74|L,940,74,920,74|L,920,74,920,91|L,920,91,928,91","E",1,"#CCCCCC",1.000
49263,3,41,"L,940,79,940,74|L,940,74,960,74|L,960,74,960,91|L,960,91,952,91|L,952,91,952,79","E",1,"#CCCCCC",1.000
49264,3,41,"L,928,91,920,91|L,920,91,920,108|L,920,108,940,108|L,940,108,940,103|L,940,103,928,103","E",1,"#CCCCCC",1.000
49265,3,41,"L,940,103,940,108|L,940,108,960,108|L,960,108,960,91|L,960,91,952,91|L,952,91,952,103","E",1,"#CCCCCC",1.000
49822,2,61,"0,132,14,21","R",-1,"#82418B",1.500
49823,2,61,"14,132,14,21","R",-1,"#82418B",1.500
49824,2,61,"28,132,14,21","R",-1,"#82418B",1.500
49825,2,61,"42,132,14,21","R",-1,"#82418B",1.500
49826,2,61,"56,132,14,21","R",-1,"#82418B",1.500
49827,2,61,"112,132,14,21","R",-1,"#82418B",1.500
49828,2,61,"126,132,14,21","R",-1,"#82418B",1.500
49829,2,61,"140,132,14,21","R",-1,"#82418B",1.500
49830,2,61,"154,132,14,21","R",-1,"#82418B",1.500
49831,2,61,"168,132,14,21","R",-1,"#82418B",1.500
49832,2,61,"182,132,14,21","R",-1,"#82418B",1.500
49833,2,61,"196,132,14,21","R",-1,"#82418B",1.500
49834,2,61,"210,132,14,21","R",-1,"#82418B",1.500
49835,2,61,"224,132,14,21","R",-1,"#82418B",1.500
49836,2,61,"238,132,14,21","R",-1,"#82418B",1.500
49837,2,61,"252,132,14,21","R",-1,"#82418B",1.500
49838,2,61,"266,132,14,21","R",-1,"#82418B",1.500
49839,2,61,"280,132,14,21","R",-1,"#82418B",1.500
49840,2,61,"294,132,14,21","R",-1,"#82418B",1.500
49841,2,61,"308,132,14,21","R",-1,"#82418B",1.500
49842,2,61,"322,132,14,21","R",-1,"#82418B",1.500
49843,2,61,"336,132,14,21","R",-1,"#82418B",1.500
49844,2,61,"350,132,14,21","R",-1,"#82418B",1.500
49845,2,61,"364,132,13,21","R",-1,"#82418B",1.500
49846,2,61,"377,132,13,21","R",-1,"#82418B",1.500
49847,2,61,"390,132,13,21","R",-1,"#82418B",1.500
49848,2,61,"403,132,13,21","R",-1,"#82418B",1.500
49849,2,61,"416,132,14,21","R",-1,"#82418B",1.500
49850,2,61,"910,132,14,21","R",-1,"#82418B",1.500
49851,2,61,"924,132,14,21","R",-1,"#82418B",1.500
49852,2,61,"938,132,14,21","R",-1,"#82418B",1.500
49853,2,61,"952,132,14,21","R",-1,"#82418B",1.500
49854,2,61,"966,132,14,21","R",-1,"#82418B",1.500
49855,2,61,"469,132,15,21","R",-1,"#82418B",1.500
49856,2,61,"484,132,15,21","R",-1,"#82418B",1.500
49857,2,61,"499,132,15,21","R",-1,"#82418B",1.500
49858,2,61,"514,132,15,21","R",-1,"#82418B",1.500
49859,2,61,"529,132,15,21","R",-1,"#82418B",1.500
49860,2,61,"544,132,15,21","R",-1,"#82418B",1.500
49861,2,61,"559,132,15,21","R",-1,"#82418B",1.500
49862,2,61,"574,132,15,21","R",-1,"#82418B",1.500
49863,2,61,"589,132,15,21","R",-1,"#82418B",1.500
49864,2,61,"604,132,15,21","R",-1,"#82418B",1.500
49865,2,61,"619,132,15,21","R",-1,"#82418B",1.500
49866,2,61,"634,132,15,21","R",-1,"#82418B",1.500
49867,2,61,"649,132,15,21","R",-1,"#82418B",1.500
49868,2,61,"664,132,15,21","R",-1,"#82418B",1.500
49869,2,61,"679,132,15,21","R",-1,"#82418B",1.500
49870,2,61,"694,132,15,21","R",-1,"#82418B",1.500
49871,2,61,"709,132,15,21","R",-1,"#82418B",1.500
49872,2,61,"724,132,15,21","R",-1,"#82418B",1.500
49873,2,61,"738,132,15,21","R",-1,"#82418B",1.500
49874,2,61,"752,132,15,21","R",-1,"#82418B",1.500
49875,2,61,"766,132,15,21","R",-1,"#82418B",1.500
49876,2,61,"780,132,15,21","R",-1,"#82418B",1.500
49877,2,61,"794,132,15,21","R",-1,"#82418B",1.500
49878,2,61,"808,132,15,21","R",-1,"#82418B",1.500
49879,2,61,"822,132,15,21","R",-1,"#82418B",1.500
49880,2,61,"836,132,15,21","R",-1,"#82418B",1.500
49881,2,61,"850,132,15,21","R",-1,"#82418B",1.500
49882,2,61,"0,120,14,12","R",-1,"#82418B",0.500
49883,2,61,"14,120,14,12","R",-1,"#82418B",0.500
49884,2,61,"28,120,14,12","R",-1,"#82418B",0.500
49885,2,61,"42,120,14,12","R",-1,"#82418B",0.500
49886,2,61,"56,120,14,12","R",-1,"#82418B",0.500
49887,2,61,"112,120,14,12","R",-1,"#82418B",0.500
49888,2,61,"126,120,14,12","R",-1,"#82418B",0.500
49889,2,61,"140,120,14,12","R",-1,"#82418B",0.500
49890,2,61,"154,120,14,12","R",-1,"#82418B",0.500
49891,2,61,"168,120,14,12","R",-1,"#82418B",0.500
49892,2,61,"182,120,14,12","R",-1,"#82418B",0.500
49893,2,61,"196,120,14,12","R",-1,"#82418B",0.500
49894,2,61,"210,120,14,12","R",-1,"#82418B",0.500
49895,2,61,"224,120,14,12","R",-1,"#82418B",0.500
49896,2,61,"238,120,14,12","R",-1,"#82418B",0.500
49897,2,61,"252,120,14,12","R",-1,"#82418B",0.500
49898,2,61,"266,120,14,12","R",-1,"#82418B",0.500
49899,2,61,"280,120,14,12","R",-1,"#82418B",0.500
49900,2,61,"294,120,14,12","R",-1,"#82418B",0.500
49901,2,61,"308,120,14,12","R",-1,"#82418B",0.500
49902,2,61,"322,120,14,12","R",-1,"#82418B",0.500
49903,2,61,"336,120,14,12","R",-1,"#82418B",0.500
49904,2,61,"350,120,14,12","R",-1,"#82418B",0.500
49905,2,61,"364,120,13,12","R",-1,"#82418B",0.500
49906,2,61,"377,120,13,12","R",-1,"#82418B",0.500
49907,2,61,"390,120,13,12","R",-1,"#82418B",0.500
49908,2,61,"403,120,13,12","R",-1,"#82418B",0.500
49909,2,61,"416,120,14,12","R",-1,"#82418B",0.500
49910,2,61,"910,120,14,12","R",-1,"#82418B",0.500
49911,2,61,"924,120,14,12","R",-1,"#82418B",0.500
49912,2,61,"938,120,14,12","R",-1,"#82418B",0.500
49913,2,61,"952,120,14,12","R",-1,"#82418B",0.500
49914,2,61,"966,120,14,12","R",-1,"#82418B",0.500
49915,2,61,"469,120,15,12","R",-1,"#82418B",0.500
49916,2,61,"484,120,15,12","R",-1,"#82418B",0.500
49917,2,61,"499,120,15,12","R",-1,"#82418B",0.500
49918,2,61,"514,120,15,12","R",-1,"#82418B",0.500
49919,2,61,"529,120,15,12","R",-1,"#82418B",0.500
49920,2,61,"544,120,15,12","R",-1,"#82418B",0.500
49921,2,61,"559,120,15,12","R",-1,"#82418B",0.500
49922,2,61,"574,120,15,12","R",-1,"#82418B",0.500
49923,2,61,"589,120,15,12","R",-1,"#82418B",0.500
49924,2,61,"604,120,15,12","R",-1,"#82418B",0.500
49925,2,61,"619,120,15,12","R",-1,"#82418B",0.500
49926,2,61,"634,120,15,12","R",-1,"#82418B",0.500
49927,2,61,"649,120,15,12","R",-1,"#82418B",0.500
49928,2,61,"664,120,15,12","R",-1,"#82418B",0.500
49929,2,61,"679,120,15,12","R",-1,"#82418B",0.500
49930,2,61,"694,120,15,12","R",-1,"#82418B",0.500
49931,2,61,"709,120,15,12","R",-1,"#82418B",0.500
49932,2,61,"724,120,15,12","R",-1,"#82418B",0.500
49933,2,61,"738,120,15,12","R",-1,"#82418B",0.500
49934,2,61,"752,120,15,12","R",-1,"#82418B",0.500
49935,2,61,"766,120,15,12","R",-1,"#82418B",0.500
49936,2,61,"780,120,15,12","R",-1,"#82418B",0.500
49937,2,61,"794,120,15,12","R",-1,"#82418B",0.500
49938,2,61,"808,120,15,12","R",-1,"#82418B",0.500
49939,2,61,"822,120,15,12","R",-1,"#82418B",0.500
49940,2,61,"836,120,15,12","R",-1,"#82418B",0.500
49941,2,61,"850,120,15,12","R",-1,"#82418B",0.500
49942,3,61,"0,132,14,21","R",-1,"#82418B",1.500
49943,3,61,"14,132,14,21","R",-1,"#82418B",1.500
49944,3,61,"28,132,14,21","R",-1,"#82418B",1.500
49945,3,61,"42,132,14,21","R",-1,"#82418B",1.500
49946,3,61,"56,132,14,21","R",-1,"#82418B",1.500
49947,3,61,"112,132,14,21","R",-1,"#82418B",1.500
49948,3,61,"126,132,14,21","R",-1,"#82418B",1.500
49949,3,61,"140,132,14,21","R",-1,"#82418B",1.500
49950,3,61,"154,132,14,21","R",-1,"#82418B",1.500
49951,3,61,"168,132,14,21","R",-1,"#82418B",1.500
49952,3,61,"182,132,14,21","R",-1,"#82418B",1.500
49953,3,61,"196,132,14,21","R",-1,"#82418B",1.500
49954,3,61,"210,132,14,21","R",-1,"#82418B",1.500
49955,3,61,"224,132,14,21","R",-1,"#82418B",1.500
49956,3,61,"238,132,14,21","R",-1,"#82418B",1.500
49957,3,61,"252,132,14,21","R",-1,"#82418B",1.500
49958,3,61,"266,132,14,21","R",-1,"#82418B",1.500
49959,3,61,"280,132,14,21","R",-1,"#82418B",1.500
49960,3,61,"294,132,14,21","R",-1,"#82418B",1.500
49961,3,61,"308,132,14,21","R",-1,"#82418B",1.500
49962,3,61,"322,132,14,21","R",-1,"#82418B",1.500
49963,3,61,"336,132,14,21","R",-1,"#82418B",1.500
49964,3,61,"350,132,14,21","R",-1,"#82418B",1.500
49965,3,61,"364,132,13,21","R",-1,"#82418B",1.500
49966,3,61,"377,132,13,21","R",-1,"#82418B",1.500
49967,3,61,"390,132,13,21","R",-1,"#82418B",1.500
49968,3,61,"403,132,13,21","R",-1,"#82418B",1.500
49969,3,61,"416,132,14,21","R",-1,"#82418B",1.500
49970,3,61,"910,132,14,21","R",-1,"#82418B",1.500
49971,3,61,"924,132,14,21","R",-1,"#82418B",1.500
49972,3,61,"938,132,14,21","R",-1,"#82418B",1.500
49973,3,61,"952,132,14,21","R",-1,"#82418B",1.500
49974,3,61,"966,132,14,21","R",-1,"#82418B",1.500
49975,3,61,"469,132,15,21","R",-1,"#82418B",1.500
49976,3,61,"484,132,15,21","R",-1,"#82418B",1.500
49977,3,61,"499,132,15,21","R",-1,"#82418B",1.500
49978,3,61,"514,132,15,21","R",-1,"#82418B",1.500
49979,3,61,"529,132,15,21","R",-1,"#82418B",1.500
49980,3,61,"544,132,15,21","R",-1,"#82418B",1.500
49981,3,61,"559,132,15,21","R",-1,"#82418B",1.500
49982,3,61,"574,132,15,21","R",-1,"#82418B",1.500
49983,3,61,"589,132,15,21","R",-1,"#82418B",1.500
49984,3,61,"604,132,15,21","R",-1,"#82418B",1.500
49985,3,61,"619,132,15,21","R",-1,"#82418B",1.500
49986,3,61,"634,132,15,21","R",-1,"#82418B",1.500
49987,3,61,"649,132,15,21","R",-1,"#82418B",1.500
49988,3,61,"664,132,15,21","R",-1,"#82418B",1.500
49989,3,61,"679,132,15,21","R",-1,"#82418B",1.500
49990,3,61,"694,132,15,21","R",-1,"#82418B",1.500
49991,3,61,"709,132,15,21","R",-1,"#82418B",1.500
49992,3,61,"724,132,15,21","R",-1,"#82418B",1.500
49993,3,61,"738,132,15,21","R",-1,"#82418B",1.500
49994,3,61,"752,132,15,21","R",-1,"#82418B",1.500
49995,3,61,"766,132,15,21","R",-1,"#82418B",1.500
49996,3,61,"780,132,15,21","R",-1,"#82418B",1.500
49997,3,61,"794,132,15,21","R",-1,"#82418B",1.500
49998,3,61,"808,132,15,21","R",-1,"#82418B",1.500
49999,3,61,"822,132,15,21","R",-1,"#82418B",1.500
50000,3,61,"836,132,15,21","R",-1,"#82418B",1.500
50001,3,61,"850,132,15,21","R",-1,"#82418B",1.500
50002,3,61,"0,120,14,12","R",-1,"#82418B",0.500
50003,3,61,"14,120,14,12","R",-1,"#82418B",0.500
50004,3,61,"28,120,14,12","R",-1,"#82418B",0.500
50005,3,61,"42,120,14,12","R",-1,"#82418B",0.500
50006,3,61,"56,120,14,12","R",-1,"#82418B",0.500
50007,3,61,"112,120,14,12","R",-1,"#82418B",0.500
50008,3,61,"126,120,14,12","R",-1,"#82418B",0.500
50009,3,61,"140,120,14,12","R",-1,"#82418B",0.500
50010,3,61,"154,120,14,12","R",-1,"#82418B",0.500
